BCV	text	func_morph	form_morph	strongs	lemma	normalized
Acts 2:22	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Acts 2:22	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Acts 2:22	Θεὸς	N-NSM	N-NSM	2316	θεός	Θεός	
Acts 2:22	ἐν	PREP	PREP	1722	ἐν	ἐν	
Acts 2:22	μέσῳ	A-DSN	A-DSN	3319	μέσος	μέσῳ	
Acts 2:22	ὑμῶν,	P-2GP	P-2GP	4771	σύ	ὑμῶν	
Acts 2:22	καθὼς	ADV	ADV	2531	καθώς	καθώς	
Acts 2:22	αὐτοὶ	P-NPM	P-NPM	846	αὐτός	αὐτοί	
Acts 2:22	οἴδατε,	V-RAI-2P	V-RAI-2P	1492&5758	οἶδα	οἴδατε	
Acts 2:23	τοῦτον	D-ASM	D-ASM	3778	οὗτος	τοῦτον	
Acts 2:23	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Acts 2:23	ὡρισμένῃ	V-RPP-DSF	V-RPP-DSF	3724&5772	ὁρίζω	ὡρισμένῃ	
Acts 2:23	βουλῇ	N-DSF	N-DSF	1012	βουλή	βουλῇ	
Acts 2:23	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:23	προγνώσει	N-DSF	N-DSF	4268	πρόγνωσις	προγνώσει	
Acts 2:23	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Acts 2:23	Θεοῦ	N-GSM	N-GSM	2316	θεός	Θεοῦ	
Acts 2:23	ἔκδοτον	A-ASM	A-ASM	1560	ἔκδοτος	ἔκδοτον	
Acts 2:23	διὰ	PREP	PREP	1223	διά	διά	
Acts 2:23	χειρὸς	N-GSF	N-GSF	5495	χείρ	χειρός	
Acts 2:23	ἀνόμων	A-GPM	A-GPM	459	ἄνομος	ἀνόμων	
Acts 2:23	προσπήξαντες	V-AAP-NPM	V-AAP-NPM	4362&5660	προσπήγνυμι	προσπήξαντες	
Acts 2:23	ἀνείλατε,	V-AAI-2P	V-AAI-2P	337&5656	ἀναιρέω	ἀνείλατε	
Acts 2:24	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Acts 2:24	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Acts 2:24	Θεὸς	N-NSM	N-NSM	2316	θεός	Θεός	
Acts 2:24	ἀνέστησεν	V-AAI-3S	V-AAI-3S	450&5656	ἀνίστημι	ἀνέστησεν	
Acts 2:24	λύσας	V-AAP-NSM	V-AAP-NSM	3089&5660	λύω	λύσας	
Acts 2:24	τὰς	T-APF	T-APF	3588	ὁ	τάς	
Acts 2:24	ὠδῖνας	N-APF	N-APF	5604	ὠδίν	ὠδῖνας	
Acts 2:24	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Acts 2:24	θανάτου,	N-GSM	N-GSM	2288	θάνατος	θανάτου	
Acts 2:24	καθότι	CONJ	CONJ	2530	καθότι	καθότι	
Acts 2:24	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
Acts 2:24	ἦν	V-IAI-3S	V-IAI-3S	1510&5707	εἰμί	ἦν	
Acts 2:24	δυνατὸν	A-NSN	A-NSN	1415	δυνατός	δυνατόν	
Acts 2:24	κρατεῖσθαι	V-PPN	V-PEN	2902&5745	κρατέω	κρατεῖσθαι	
Acts 2:24	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Acts 2:24	ὑπ’	PREP	PREP	5259	ὑπό	ὑπ’	
Acts 2:24	αὐτοῦ.	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Acts 2:25	Δαυεὶδ	N-PRI	N-PRI	1138	Δαυίδ	Δαυείδ	
Acts 2:25	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Acts 2:25	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
Acts 2:25	εἰς	PREP	PREP	1519	εἰς	εἰς	
Acts 2:25	αὐτόν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Acts 2:25	Προορώμην	V-IMI-1S	V-IEI-1S	4308&5710	προοράω	Προορώμην	
Acts 2:25	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Acts 2:25	Κύριον	N-ASM	N-ASM	2962	κύριος	Κύριον	
Acts 2:25	ἐνώπιόν	PREP	PREP	1799	ἐνώπιον	ἐνώπιον	
Acts 2:25	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Acts 2:25	διὰ	PREP	PREP	1223	διά	διά	
Acts 2:25	παντός,	A-GSN	A-GSN	3956	πᾶς	παντός	
Acts 2:25	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Acts 2:25	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
Acts 2:25	δεξιῶν	A-GPN	A-GPN	1188	δεξιός	δεξιῶν	
Acts 2:25	μού	P-1GS	P-1GS	1473	ἐγώ	μού	
Acts 2:25	ἐστιν,	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Acts 2:25	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
Acts 2:25	μὴ	PRT-N	PRT-N	3361	μή	μή	
Acts 2:25	σαλευθῶ.	V-APS-1S	V-APS-1S	4531&5686	σαλεύω	σαλευθῶ	
Acts 2:26	διὰ	PREP	PREP	1223	διά	διά	
Acts 2:26	τοῦτο	D-ASN	D-ASN	3778	οὗτος	τοῦτο	
Acts 2:26	ηὐφράνθη	V-API-3S	V-API-3S	2165&5681	εὐφραίνω	ηὐφράνθη	
Acts 2:26	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Acts 2:26	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Acts 2:26	καρδία	N-NSF	N-NSF	2588	καρδία	καρδία	
Acts 2:26	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:26	ἠγαλλιάσατο	V-ADI-3S	V-ADI-3S	21&5662	ἀγαλλιάω	ἠγαλλιάσατο	
Acts 2:26	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Acts 2:26	γλῶσσά	N-NSF	N-NSF	1100	γλῶσσα	γλῶσσα	
Acts 2:26	μου,	P-1GS	P-1GS	1473	ἐγώ	μου	
Acts 2:26	ἔτι	ADV	ADV	2089	ἔτι	ἔτι	
Acts 2:26	δὲ	CONJ	CONJ	1161	δέ	δέ	
Acts 2:26	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:26	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Acts 2:26	σάρξ	N-NSF	N-NSF	4561	σάρξ	σάρξ	
Acts 2:26	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Acts 2:26	κατασκηνώσει	V-FAI-3S	V-FAI-3S	2681&5692	κατασκηνόω	κατασκηνώσει	
Acts 2:26	ἐπ’	PREP	PREP	1909	ἐπί	ἐπ’	
Acts 2:26	ἐλπίδι,	N-DSF	N-DSF	1680	ἐλπίς	ἐλπίδι	
Acts 2:27	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Acts 2:27	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
Acts 2:27	ἐνκαταλείψεις	V-FAI-2S	V-FAI-2S	1459&5692	ἐγκαταλείπω	ἐνκαταλείψεις	
Acts 2:27	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Acts 2:27	ψυχήν	N-ASF	N-ASF	5590	ψυχή	ψυχήν	
Acts 2:27	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Acts 2:27	εἰς	PREP	PREP	1519	εἰς	εἰς	
Acts 2:27	Ἅιδην	N-ASM	N-ASM	86	ᾅδης	Ἅιδην	
Acts 2:27	οὐδὲ	CONJ-N	CONJ-N	3761	οὐδέ	οὐδέ	
Acts 2:27	δώσεις	V-FAI-2S	V-FAI-2S	1325&5692	δίδωμι	δώσεις	
Acts 2:27	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Acts 2:27	Ὅσιόν	A-ASM	A-ASM	3741	ὅσιος	Ὅσιον	
Acts 2:27	σου	P-2GS	P-2GS	4771	σύ	σου	
Acts 2:27	ἰδεῖν	V-2AAN	V-2AAN	3708&5629	ὁράω	ἰδεῖν	
Acts 2:27	διαφθοράν.	N-ASF	N-ASF	1312	διαφθορά	διαφθοράν	
Acts 2:28	ἐγνώρισάς	V-AAI-2S	V-AAI-2S	1107&5656	γνωρίζω	ἐγνώρισας	
Acts 2:28	μοι	P-1DS	P-1DS	1473	ἐγώ	μοι	
Acts 2:28	ὁδοὺς	N-APF	N-APF	3598	ὁδός	ὁδούς	
Acts 2:28	ζωῆς,	N-GSF	N-GSF	2222	ζωή	ζωῆς	
Acts 2:28	πληρώσεις	V-FAI-2S	V-FAI-2S	4137&5692	πληρόω	πληρώσεις	
Acts 2:28	με	P-1AS	P-1AS	1473	ἐγώ	με	
Acts 2:28	εὐφροσύνης	N-GSF	N-GSF	2167	εὐφροσύνη	εὐφροσύνης	
Acts 2:28	μετὰ	PREP	PREP	3326	μετά	μετά	
Acts 2:28	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Acts 2:28	προσώπου	N-GSN	N-GSN	4383	πρόσωπον	προσώπου	
Acts 2:28	σου.	P-2GS	P-2GS	4771	σύ	σου	
Acts 2:29	Ἄνδρες	N-VPM	N-VPM	435	ἀνήρ	Ἄνδρες	
Acts 2:29	ἀδελφοί,	N-VPM	N-VPM	80	ἀδελφός	ἀδελφοί	
Acts 2:29	ἐξὸν	V-PAP-NSN	V-PAP-NSN	1832&5723	ἔξεστι(ν)	ἐξόν	
Acts 2:29	εἰπεῖν	V-2AAN	V-2AAN	3004&5629	λέγω	εἰπεῖν	
Acts 2:29	μετὰ	PREP	PREP	3326	μετά	μετά	
Acts 2:29	παρρησίας	N-GSF	N-GSF	3954	παρρησία	παρρησίας	
Acts 2:29	πρὸς	PREP	PREP	4314	πρός	πρός	
Acts 2:29	ὑμᾶς	P-2AP	P-2AP	4771	σύ	ὑμᾶς	
Acts 2:29	περὶ	PREP	PREP	4012	περί	περί	
Acts 2:29	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Acts 2:29	πατριάρχου	N-GSM	N-GSM	3966	πατριάρχης	πατριάρχου	
Acts 2:29	Δαυείδ,	N-PRI	N-PRI	1138	Δαυίδ	Δαυείδ	
Acts 2:29	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Acts 2:29	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:29	ἐτελεύτησεν	V-AAI-3S	V-AAI-3S	5053&5656	τελευτάω	ἐτελεύτησεν	
Acts 2:29	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:29	ἐτάφη,	V-2API-3S	V-2API-3S	2290&5648	θάπτω	ἐτάφη	
Acts 2:29	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:29	τὸ	T-NSN	T-NSN	3588	ὁ	τό	
Acts 2:29	μνῆμα	N-NSN	N-NSN	3418	μνῆμα	μνῆμα	
Acts 2:29	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Acts 2:29	ἔστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἔστιν	
Acts 2:29	ἐν	PREP	PREP	1722	ἐν	ἐν	
Acts 2:29	ἡμῖν	P-1DP	P-1DP	1473	ἐγώ	ἡμῖν	
Acts 2:29	ἄχρι	ADV	ADV	891	ἄχρι	ἄχρι	
Acts 2:29	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Acts 2:29	ἡμέρας	N-GSF	N-GSF	2250	ἡμέρα	ἡμέρας	
Acts 2:29	ταύτης.	D-GSF	D-GSF	3778	οὗτος	ταύτης	
Acts 2:30	προφήτης	N-NSM	N-NSM	4396	προφήτης	προφήτης	
Acts 2:30	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
Acts 2:30	ὑπάρχων	V-PAP-NSM	V-PAP-NSM	5225&5723	ὑπάρχω	ὑπάρχων	
Acts 2:30	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:30	εἰδὼς	V-RAP-NSM	V-RAP-NSM	1492&5761	οἶδα	εἰδώς	
Acts 2:30	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Acts 2:30	ὅρκῳ	N-DSM	N-DSM	3727	ὅρκος	ὅρκῳ	
Acts 2:30	ὤμοσεν	V-AAI-3S	V-AAI-3S	3660&5656	ὀμνύω	ὤμοσεν	
Acts 2:30	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Acts 2:30	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Acts 2:30	Θεὸς	N-NSM	N-NSM	2316	θεός	Θεός	
Acts 2:30	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
Acts 2:30	καρποῦ	N-GSM	N-GSM	2590	καρπός	καρποῦ	
Acts 2:30	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Acts 2:30	ὀσφύος	N-GSF	N-GSF	3751	ὀσφῦς	ὀσφύος	
Acts 2:30	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Acts 2:30	καθίσαι	V-AAN	V-AAN	2523&5658	καθίζω	καθίσαι	
Acts 2:30	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
Acts 2:30	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Acts 2:30	θρόνον	N-ASM	N-ASM	2362	θρόνος	θρόνον	
Acts 2:30	αὐτοῦ,	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Acts 2:31	προϊδὼν	V-2AAP-NSM	V-2AAP-NSM	4308&5631	προοράω	προϊδών	
Acts 2:31	ἐλάλησεν	V-AAI-3S	V-AAI-3S	2980&5656	λαλέω	ἐλάλησεν	
Acts 2:31	περὶ	PREP	PREP	4012	περί	περί	
Acts 2:31	τῆς	T-GSF	T-GSF	3588	ὁ	τῆς	
Acts 2:31	ἀναστάσεως	N-GSF	N-GSF	386	ἀνάστασις	ἀναστάσεως	
Acts 2:31	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Acts 2:31	Χριστοῦ,	N-GSM	N-GSM	5547	Χριστός	Χριστοῦ	
Acts 2:31	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Acts 2:31	οὔτε	CONJ-N	CONJ-N	3777	οὔτε	οὔτε	
Acts 2:31	ἐνκατελείφθη	V-API-3S	V-API-3S	1459&5681	ἐγκαταλείπω	ἐνκατελείφθη	
Acts 2:31	εἰς	PREP	PREP	1519	εἰς	εἰς	
Acts 2:31	Ἅιδην	N-ASM	N-ASM	86	ᾅδης	Ἅιδην	
Acts 2:31	οὔτε	CONJ-N	CONJ-N	3777	οὔτε	οὔτε	
Acts 2:31	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Acts 2:31	σὰρξ	N-NSF	N-NSF	4561	σάρξ	σάρξ	
Acts 2:31	αὐτοῦ	P-GSM	P-GSM	846	αὐτός	αὐτοῦ	
Acts 2:31	εἶδεν	V-2AAI-3S	V-2AAI-3S	3708&5627	ὁράω	εἶδεν	
Acts 2:31	διαφθοράν.	N-ASF	N-ASF	1312	διαφθορά	διαφθοράν	
Acts 2:32	τοῦτον	D-ASM	D-ASM	3778	οὗτος	τοῦτον	
Acts 2:32	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Acts 2:32	Ἰησοῦν	N-ASM	N-ASM	2424	Ἰησοῦς	Ἰησοῦν	
Acts 2:32	ἀνέστησεν	V-AAI-3S	V-AAI-3S	450&5656	ἀνίστημι	ἀνέστησεν	
Acts 2:32	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Acts 2:32	Θεός,	N-NSM	N-NSM	2316	θεός	Θεός	
Acts 2:32	οὗ	R-GSM	R-GSM	3739	ὅς	οὗ	
Acts 2:32	πάντες	A-NPM	A-NPM	3956	πᾶς	πάντες	
Acts 2:32	ἡμεῖς	P-1NP	P-1NP	1473	ἐγώ	ἡμεῖς	
Acts 2:32	ἐσμεν	V-PAI-1P	V-PAI-1P	1510	εἰμί	ἐσμεν	
Acts 2:32	μάρτυρες·	N-NPM	N-NPM	3144	μάρτυς	μάρτυρες	
Acts 2:33	τῇ	T-DSF	T-DSF	3588	ὁ	τῇ	
Acts 2:33	δεξιᾷ	A-DSF	A-DSF	1188	δεξιός	δεξιᾷ	
Acts 2:33	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
Acts 2:33	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Acts 2:33	Θεοῦ	N-GSM	N-GSM	2316	θεός	Θεοῦ	
Acts 2:33	ὑψωθεὶς	V-APP-NSM	V-APP-NSM	5312&5685	ὑψόω	ὑψωθείς	
Acts 2:33	τήν	T-ASF	T-ASF	3588	ὁ	τήν	
Acts 2:33	τε	PRT	PRT	5037	τέ	τε	
Acts 2:33	ἐπαγγελίαν	N-ASF	N-ASF	1860	ἐπαγγελία	ἐπαγγελίαν	
Acts 2:33	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Acts 2:33	Πνεύματος	N-GSN	N-GSN	4151	πνεῦμα	Πνεύματος	
Acts 2:33	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Acts 2:33	Ἁγίου	A-GSN	A-GSN	40	ἅγιος	Ἁγίου	
Acts 2:33	λαβὼν	V-2AAP-NSM	V-2AAP-NSM	2983&5631	λαμβάνω	λαβών	
Acts 2:33	παρὰ	PREP	PREP	3844	παρά	παρά	
Acts 2:33	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Acts 2:33	Πατρὸς	N-GSM	N-GSM	3962	πατήρ	Πατρός	
Acts 2:33	ἐξέχεεν	V-AAI-3S	V-AAI-3S	1632&5656	ἐκχέω	ἐξέχεεν	
Acts 2:33	τοῦτο	D-ASN	D-ASN	3778	οὗτος	τοῦτο	
Acts 2:33	ὃ	R-ASN	R-ASN	3739	ὅς	ὅ	
Acts 2:33	ὑμεῖς	P-2NP	P-2NP	4771	σύ	ὑμεῖς	
Acts 2:33	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:33	βλέπετε	V-PAI-2P	V-PAI-2P	991&5719	βλέπω	βλέπετε	
Acts 2:33	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:33	ἀκούετε.	V-PAI-2P	V-PAI-2P	191&5719	ἀκούω	ἀκούετε	
Acts 2:34	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
Acts 2:34	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Acts 2:34	Δαυεὶδ	N-PRI	N-PRI	1138	Δαυίδ	Δαυείδ	
Acts 2:34	ἀνέβη	V-2AAI-3S	V-2AAI-3S	305&5627	ἀναβαίνω	ἀνέβη	
Acts 2:34	εἰς	PREP	PREP	1519	εἰς	εἰς	
Acts 2:34	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Acts 2:34	οὐρανούς,	N-APM	N-APM	3772	οὐρανός	οὐρανούς	
Acts 2:34	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
Acts 2:34	δὲ	CONJ	CONJ	1161	δέ	δέ	
Acts 2:34	αὐτός	P-NSM	P-NSM	846	αὐτός	αὐτός	
Acts 2:34	Εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	Εἶπεν	
Acts 2:34	Κύριος	N-NSM	N-NSM	2962	κύριος	Κύριος	
Acts 2:34	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Acts 2:34	Κυρίῳ	N-DSM	N-DSM	2962	κύριος	Κυρίῳ	
Acts 2:34	μου	P-1GS	P-1GS	1473	ἐγώ	μου	
Acts 2:34	Κάθου	V-PNM-2S	V-PNM-2S	2521&5737	κάθημαι	Κάθου	
Acts 2:34	ἐκ	PREP	PREP	1537	ἐκ	ἐκ	
Acts 2:34	δεξιῶν	A-GPN	A-GPN	1188	δεξιός	δεξιῶν	
Acts 2:34	μου,	P-1GS	P-1GS	1473	ἐγώ	μου	
Acts 2:35	ἕως	ADV	ADV	2193	ἕως	ἕως	
Acts 2:35	ἂν	PRT	PRT	302	ἄν	ἄν	
Acts 2:35	θῶ	V-2AAS-1S	V-2AAS-1S	5087&5632	τίθημι	θῶ	
Acts 2:35	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Acts 2:35	ἐχθρούς	A-APM	A-APM	2190	ἐχθρός	ἐχθρούς	
Acts 2:35	σου	P-2GS	P-2GS	4771	σύ	σου	
Acts 2:35	ὑποπόδιον	N-ASN	N-ASN	5286	ὑποπόδιον	ὑποπόδιον	
Acts 2:35	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Acts 2:35	ποδῶν	N-GPM	N-GPM	4228	πούς	ποδῶν	
Acts 2:35	σου.	P-2GS	P-2GS	4771	σύ	σου	
Acts 2:36	ἀσφαλῶς	ADV	ADV	806	ἀσφαλῶς	ἀσφαλῶς	
Acts 2:36	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
Acts 2:36	γινωσκέτω	V-PAM-3S	V-PAM-3S	1097&5720	γινώσκω	γινωσκέτω	
Acts 2:36	πᾶς	A-NSM	A-NSM	3956	πᾶς	πᾶς	
Acts 2:36	οἶκος	N-NSM	N-NSM	3624	οἶκος	οἶκος	
Acts 2:36	Ἰσραὴλ	N-PRI	N-PRI	2474	Ἰσραήλ	Ἰσραήλ	
Acts 2:36	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Acts 2:36	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:36	Κύριον	N-ASM	N-ASM	2962	κύριος	Κύριον	
Acts 2:36	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Acts 2:36	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:36	Χριστὸν	N-ASM	N-ASM	5547	Χριστός	Χριστόν	
Acts 2:36	ἐποίησεν	V-AAI-3S	V-AAI-3S	4160&5656	ποιέω	ἐποίησεν	
Acts 2:36	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Acts 2:36	Θεός,	N-NSM	N-NSM	2316	θεός	Θεός	
Acts 2:36	τοῦτον	D-ASM	D-ASM	3778	οὗτος	τοῦτον	
Acts 2:36	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Acts 2:36	Ἰησοῦν	N-ASM	N-ASM	2424	Ἰησοῦς	Ἰησοῦν	
Acts 2:36	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Acts 2:36	ὑμεῖς	P-2NP	P-2NP	4771	σύ	ὑμεῖς	
Acts 2:36	ἐσταυρώσατε.	V-AAI-2P	V-AAI-2P	4717&5656	σταυρόω	ἐσταυρώσατε	
Acts 2:37	Ἀκούσαντες	V-AAP-NPM	V-AAP-NPM	191&5660	ἀκούω	Ἀκούσαντες	
Acts 2:37	δὲ	CONJ	CONJ	1161	δέ	δέ	
Acts 2:37	κατενύγησαν	V-2API-3P	V-2API-3P	2660&5648	κατανύσσομαι	κατενύγησαν	
Acts 2:37	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Acts 2:37	καρδίαν,	N-ASF	N-ASF	2588	καρδία	καρδίαν	
Acts 2:37	εἶπόν	V-2AAI-3P	V-2AAI-3P	3004	λέγω	εἶπον	
Acts 2:37	τε	PRT	PRT	5037	τέ	τε	
Acts 2:37	πρὸς	PREP	PREP	4314	πρός	πρός	
Acts 2:37	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Acts 2:37	Πέτρον	N-ASM	N-ASM	4074	Πέτρος	Πέτρον	
Acts 2:37	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:37	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Acts 2:37	λοιποὺς	A-APM	A-APM	3062	λοιπός	λοιπούς	
Acts 2:37	ἀποστόλους	N-APM	N-APM	652	ἀπόστολος	ἀποστόλους	
Acts 2:37	Τί	I-ASN	I-ASN	5101	τίς	Τί	
Acts 2:37	ποιήσωμεν,	V-AAS-1P	V-AAS-1P	4160&5661	ποιέω	ποιήσωμεν	
Acts 2:37	ἄνδρες	N-VPM	N-VPM	435	ἀνήρ	ἄνδρες	
Acts 2:37	ἀδελφοί;	N-VPM	N-VPM	80	ἀδελφός	ἀδελφοί	
Acts 2:38	Πέτρος	N-NSM	N-NSM	4074	Πέτρος	Πέτρος	
Acts 2:38	δὲ	CONJ	CONJ	1161	δέ	δέ	
Acts 2:38	πρὸς	PREP	PREP	4314	πρός	πρός	
Acts 2:38	αὐτούς	P-APM	P-APM	846	αὐτός	αὐτούς	
Acts 2:38	Μετανοήσατε,	V-AAM-2P	V-AAM-2P	3340&5657	μετανοέω	Μετανοήσατε	
Acts 2:38	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:38	βαπτισθήτω	V-APM-3S	V-APM-3S	907&5682	βαπτίζω	βαπτισθήτω	
Acts 2:38	ἕκαστος	A-NSM	A-NSM	1538	ἕκαστος	ἕκαστος	
Acts 2:38	ὑμῶν	P-2GP	P-2GP	4771	σύ	ὑμῶν	
Acts 2:38	ἐπὶ	PREP	PREP	1909	ἐπί	ἐπί	
Acts 2:38	τῷ	T-DSN	T-DSN	3588	ὁ	τῷ	
Acts 2:38	ὀνόματι	N-DSN	N-DSN	3686	ὄνομα	ὀνόματι	
Acts 2:38	Ἰησοῦ	N-GSM	N-GSM	2424	Ἰησοῦς	Ἰησοῦ	
Acts 2:38	Χριστοῦ	N-GSM	N-GSM	5547	Χριστός	Χριστοῦ	
Acts 2:38	εἰς	PREP	PREP	1519	εἰς	εἰς	
Acts 2:38	ἄφεσιν	N-ASF	N-ASF	859	ἄφεσις	ἄφεσιν	
Acts 2:38	τῶν	T-GPF	T-GPF	3588	ὁ	τῶν	
Acts 2:38	ἁμαρτιῶν	N-GPF	N-GPF	266	ἁμαρτία	ἁμαρτιῶν	
Acts 2:38	ὑμῶν,	P-2GP	P-2GP	4771	σύ	ὑμῶν	
Acts 2:38	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:38	λήμψεσθε	V-FDI-2P	V-FDI-2P	2983&5695	λαμβάνω	λήμψεσθε	
Acts 2:38	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Acts 2:38	δωρεὰν	N-ASF	N-ASF	1431	δωρεά	δωρεάν	
Acts 2:38	τοῦ	T-GSN	T-GSN	3588	ὁ	τοῦ	
Acts 2:38	Ἁγίου	A-GSN	A-GSN	40	ἅγιος	Ἁγίου	
Acts 2:38	Πνεύματος.	N-GSN	N-GSN	4151	πνεῦμα	Πνεύματος	
Acts 2:39	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
Acts 2:39	γάρ	CONJ	CONJ	1063	γάρ	γάρ	
Acts 2:39	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Acts 2:39	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Acts 2:39	ἐπαγγελία	N-NSF	N-NSF	1860	ἐπαγγελία	ἐπαγγελία	
Acts 2:39	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:39	τοῖς	T-DPN	T-DPN	3588	ὁ	τοῖς	
Acts 2:39	τέκνοις	N-DPN	N-DPN	5043	τέκνον	τέκνοις	
Acts 2:39	ὑμῶν	P-2GP	P-2GP	4771	σύ	ὑμῶν	
Acts 2:39	καὶ	CONJ	CONJ	2532	καί	καί	
Acts 2:39	πᾶσιν	A-DPM	A-DPM	3956	πᾶς	πᾶσιν	
Acts 2:39	τοῖς	T-DPM	T-DPM	3588	ὁ	τοῖς	
Acts 2:39	εἰς	PREP	PREP	1519	εἰς	εἰς	
Acts 2:39	μακρὰν,	A-ASF	A-ASF	3117	μακρός	μακράν	
